ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
2041490,HH250258,03/18/2002 03:31:10 PM,019XX N MAGNOLIA AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1811,18,,,18,,,2002,8/17/15 15:03,,,
2040527,HH254991,03/20/2002 06:35:00 PM,016XX W MONTROSE AV,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,1922,19,,,6,,,2002,8/17/15 15:03,,,
2040509,HH255546,03/21/2002 12:55:00 AM,0000X W 111 PL,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,FALSE,TRUE,522,5,,,04A,,,2002,2/4/16 6:33,,,
2042740,HH254578,03/20/2002 03:47:00 PM,0000X W 111 PL,460,BATTERY,SIMPLE,STREET,FALSE,TRUE,522,5,,,08B,,,2002,2/4/16 6:33,,,
2040731,HH239866,03/13/2002 02:40:00 PM,040XX W MAYPOLE AV,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,FALSE,1114,11,,,18,,,2002,8/17/15 15:03,,,
2041074,HH253553,03/20/2002 07:00:00 AM,055XX S ELLIS AV,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,"SCHOOL, PRIVATE, BUILDING",TRUE,FALSE,2133,2,,,26,,,2002,8/17/15 15:03,,,
2041473,HH247638,03/17/2002 08:00:00 AM,049XX S HALSTED ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,935,9,,,16,,,2002,8/17/15 15:03,,,
2042861,HH246147,03/16/2002 11:05:00 AM,040XX W MAYPOLE AV,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,FALSE,1114,11,,,18,,,2002,8/17/15 15:03,,,
2043036,HH255111,03/20/2002 07:15:00 PM,005XX N MICHIGAN AV,820,THEFT,$500 AND UNDER,DEPARTMENT STORE,TRUE,FALSE,1834,18,,,6,,,2002,8/17/15 15:03,,,
2043772,HH259063,03/22/2002 07:18:43 PM,055XX W GRAND AV,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,POLICE FACILITY/VEH PARKING LOT,FALSE,FALSE,2515,25,,,26,,,2002,8/17/15 15:03,,,
2044331,HH259129,03/22/2002 07:20:00 PM,003XX E ILLINOIS ST,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,TRUE,FALSE,1834,18,,,6,,,2002,8/17/15 15:03,,,
2044857,HH260777,03/17/2002 08:40:00 PM,012XX E 89 ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,412,4,,,7,,,2002,8/17/15 15:03,,,
2101834,HH333736,04/27/2002 02:57:00 AM,093XX S CHAPPEL AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,TRUE,FALSE,413,4,8,48,04B,,,2002,8/17/15 15:03,,,
2102141,HH334973,04/27/2002 01:00:00 AM,010XX N OAKLEY BLVD,810,THEFT,OVER $500,STREET,FALSE,FALSE,1312,12,1,24,6,,,2002,8/17/15 15:03,,,
2046679,HH263564,03/22/2002 09:30:00 AM,048XX N ALBANY AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1713,17,33,14,7,,,2002,8/17/15 15:03,,,
2046846,HH253893,03/20/2002 11:10:19 AM,014XX W 13 ST,2027,NARCOTICS,POSS: CRACK,CHA HALLWAY/STAIRWELL/ELEVATOR,TRUE,FALSE,1231,12,,,18,,,2002,8/17/15 15:03,,,
2047619,HH252339,03/19/2002 03:02:00 PM,001XX S CALIFORNIA AV,460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,TRUE,TRUE,1124,11,,,08B,,,2002,8/17/15 15:03,,,
2047742,HH264834,03/19/2002 10:00:00 PM,006XX W WILLOW ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1813,18,,,6,,,2002,8/17/15 15:03,,,
2047833,HH264991,03/25/2002 07:30:00 AM,004XX S KEDZIE AV,810,THEFT,OVER $500,STREET,FALSE,FALSE,1134,11,,,6,,,2002,8/17/15 15:03,,,
2048178,HH258500,03/22/2002 03:02:04 PM,055XX N KENMORE AV,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,2023,20,,,18,,,2002,8/17/15 15:03,,,
2048316,HH253161,03/19/2002 08:50:38 PM,048XX W 44 PL,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,CHA APARTMENT,TRUE,FALSE,814,8,,,26,,,2002,8/17/15 15:03,,,
2052124,HH261007,03/23/2002 07:05:00 PM,064XX W DIVERSEY AV,460,BATTERY,SIMPLE,SMALL RETAIL STORE,TRUE,FALSE,2512,25,,,08B,,,2002,8/17/15 15:03,,,
2052487,HH268792,03/27/2002 03:30:00 PM,010XX N CAMBRIDGE AV,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1823,18,,,08B,,,2002,8/17/15 15:03,,,
2050292,HH266883,03/26/2002 05:35:00 PM,003XX E ILLINOIS ST,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,TRUE,FALSE,1834,18,,,6,,,2002,8/17/15 15:03,,,
2050739,HH264373,03/15/2002 11:00:00 PM,020XX W NORTH AV,3800,INTERFERENCE WITH PUBLIC OFFICER,INTERFERENCE JUDICIAL PROCESS,STREET,FALSE,FALSE,1434,14,,,26,,,2002,8/17/15 15:03,,,
2052264,HH267407,03/26/2002 10:05:00 PM,015XX W ASHLAND AV,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,1211,12,,,14,,,2002,8/17/15 15:03,,,
2052270,HH270275,03/28/2002 02:00:00 AM,024XX N SPAULDING AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1413,14,35,22,7,,,2002,8/17/15 15:03,,,
2053138,HH271083,03/28/2002 04:54:24 PM,013XX W WALTON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,FALSE,FALSE,1323,12,,,26,,,2002,8/17/15 15:03,,,
2053323,HH257705,03/22/2002 05:15:00 AM,014XX W NORTH AV,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1433,14,,,16,,,2002,8/17/15 15:03,,,
2054972,HH267261,03/26/2002 12:00:00 PM,058XX W IRVING PARK RD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,FALSE,FALSE,1624,16,,,11,,,2002,8/17/15 15:03,,,
2055878,HH276391,03/31/2002 06:37:00 AM,005XX N STATE ST,810,THEFT,OVER $500,CTA PLATFORM,FALSE,FALSE,1834,18,,,6,,,2002,8/17/15 15:03,,,
2056070,HH265805,03/26/2002 08:41:57 AM,037XX S CAMPBELL AV,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,ALLEY,FALSE,FALSE,913,9,,,7,,,2002,8/17/15 15:03,,,
2059251,HH280061,04/01/2002 11:00:00 PM,054XX S HOYNE AV,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,915,9,,,7,,,2002,8/17/15 15:03,,,
2057108,HH276009,03/30/2002 11:45:17 PM,061XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2433,24,,,14,,,2002,8/17/15 15:03,,,
2058317,HH274790,03/30/2002 11:37:00 AM,012XX S LAKE SHORE DR,1330,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,FALSE,133,1,,,26,,,2002,8/17/15 15:03,,,
2059374,HH278853,04/01/2002 02:00:00 PM,064XX W DIVERSEY AV,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2512,25,,,6,,,2002,8/17/15 15:03,,,
2059492,HH274193,03/30/2002 02:48:00 AM,058XX S STEWART AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,711,7,,,18,,,2002,8/17/15 15:03,,,
2059888,HH276771,03/31/2002 10:50:00 AM,006XX W 15 ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,TRUE,FALSE,131,1,,,26,,,2002,8/17/15 15:03,,,
2059910,HH276713,03/31/2002 11:06:57 AM,002XX W VAN BUREN ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,131,1,,,11,,,2002,8/17/15 15:03,,,
2060446,HH281045,04/01/2002 09:30:00 AM,059XX N BROADWAY,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2013,20,,,6,,,2002,8/17/15 15:03,,,
2060502,HH281393,04/02/2002 09:00:00 AM,086XX S PULASKI RD,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,834,8,,,6,,,2002,8/17/15 15:03,,,
2060658,HH279967,04/01/2002 05:44:00 AM,025XX S ARCHER AV,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA PLATFORM,FALSE,FALSE,923,9,,,14,,,2002,8/17/15 15:03,,,
2061525,HH274139,03/30/2002 01:00:00 AM,049XX N MARINE DR,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,2024,20,,,08A,,,2002,8/17/15 15:03,,,
2061537,HH280877,04/02/2002 12:30:00 PM,053XX W LEXINGTON ST,820,THEFT,$500 AND UNDER,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,1522,15,,,6,,,2002,8/17/15 15:03,,,
2061672,HH274878,03/30/2002 12:30:00 PM,063XX S WOODLAWN AV,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,314,3,,,14,,,2002,8/17/15 15:03,,,
2061731,HH281341,04/02/2002 04:51:04 PM,014XX N KINGSBURY ST,810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1822,18,,,6,,,2002,8/17/15 15:03,,,
2062244,HH242872,03/14/2002 07:10:00 PM,059XX W MADISON ST,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,TAVERN/LIQUOR STORE,TRUE,FALSE,1513,15,,,22,,,2002,8/17/15 15:03,,,
2062254,HH273756,03/29/2002 09:03:38 PM,016XX W 75 ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,612,6,,,7,,,2002,8/17/15 15:03,,,
2062923,HH257277,03/21/2002 07:00:00 PM,073XX S CHICAGO SKYWAY,2024,NARCOTICS,POSS: HEROIN(WHITE),HIGHWAY/EXPRESSWAY,TRUE,FALSE,323,3,,,18,,,2002,8/17/15 15:03,,,
2063308,HH227030,03/07/2002 08:00:00 AM,002XX N ASHLAND AV,810,THEFT,OVER $500,STREET,FALSE,FALSE,1333,12,,,6,,,2002,8/17/15 15:03,,,
2063577,HH284626,04/04/2002 12:00:00 AM,005XX W SURF ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,2333,19,,,6,,,2002,8/17/15 15:03,,,
2064370,HH285537,04/04/2002 06:30:00 AM,0000X E 8 ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,132,1,,,6,,,2002,8/17/15 15:03,,,
2065130,HH273871,03/29/2002 10:29:57 PM,019XX S WABASH AV,2111,NARCOTICS,SALE/DEL HYPODERMIC NEEDLE,APARTMENT,TRUE,FALSE,132,1,,,26,,,2002,8/17/15 15:03,,,
2065145,HH284768,04/04/2002 10:30:00 AM,054XX S HALSTED ST,810,THEFT,OVER $500,CHA PARKING LOT/GROUNDS,FALSE,FALSE,934,9,,,6,,,2002,8/17/15 15:03,,,
2067151,HH289443,04/06/2002 12:30:00 PM,018XX W DICKENS AV,810,THEFT,OVER $500,STREET,FALSE,FALSE,1432,14,,,6,,,2002,8/17/15 15:03,,,
2069508,HH291385,04/07/2002 01:51:31 PM,009XX W NORTH AV,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1822,18,,,08B,,,2002,8/17/15 15:03,,,
2073431,HH281183,04/02/2002 03:15:00 PM,037XX W CHICAGO AV,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1112,11,,,18,,,2002,8/17/15 15:03,,,
2068903,HH279933,04/01/2002 10:30:00 PM,030XX W MADISON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CHA PARKING LOT/GROUNDS,TRUE,FALSE,1124,11,,,18,,,2002,8/17/15 15:03,,,
2069485,HH289119,04/06/2002 10:15:00 AM,014XX W WEBSTER AV,460,BATTERY,SIMPLE,OTHER,FALSE,FALSE,1811,18,,,08B,,,2002,8/17/15 15:03,,,
2069779,HH285411,04/04/2002 03:30:00 PM,051XX N KENMORE AV,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,2024,20,,,08B,,,2002,8/17/15 15:03,,,
2070289,HH293978,04/08/2002 05:15:00 PM,007XX W MONTROSE AV,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,2323,19,,,08B,,,2002,8/17/15 15:03,,,
2070447,HH283774,04/03/2002 07:30:00 PM,005XX W OAK ST,2090,NARCOTICS,ALTER/FORGE PRESCRIPTION,STREET,TRUE,FALSE,1823,18,,,18,,,2002,8/17/15 15:03,,,
2070502,HH283862,04/03/2002 08:35:00 PM,004XX W CONGRESS PW,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,131,1,,,18,,,2002,8/17/15 15:03,,,
2070700,HH285127,04/04/2002 01:45:00 PM,036XX W OHIO ST,2024,NARCOTICS,POSS: HEROIN(WHITE),VACANT LOT/LAND,TRUE,FALSE,1122,11,,,18,,,2002,8/17/15 15:03,,,
2070846,HH291977,04/07/2002 06:00:00 PM,006XX W 65 ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,TRUE,723,7,,,14,,,2002,8/17/15 15:03,,,
2070931,HH295223,04/07/2002 11:00:00 AM,010XX W BRYN MAWR AV,330,ROBBERY,AGGRAVATED,SIDEWALK,FALSE,FALSE,2022,20,,,3,,,2002,8/17/15 15:03,,,
2071187,HH290730,04/06/2002 09:45:00 PM,075XX S COTTAGE GROVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,TRUE,FALSE,624,6,,,7,,,2002,8/17/15 15:03,,,
2072082,HH296986,04/10/2002 12:01:00 AM,039XX W OGDEN AV,460,BATTERY,SIMPLE,STREET,FALSE,TRUE,1013,10,,,08B,,,2002,8/17/15 15:03,,,
2072396,HH297163,04/10/2002 05:30:00 AM,009XX W FULTON ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,1212,12,,,04B,,,2002,8/17/15 15:03,,,
2073143,HH269477,03/27/2002 08:45:00 PM,001XX S KILDARE AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1115,11,,,18,,,2002,8/17/15 15:03,,,
2074064,HH296951,04/09/2002 10:30:00 PM,034XX N AVONDALE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,TRUE,FALSE,1732,17,35,21,7,,,2002,8/17/15 15:03,,,
2074545,HH295976,03/27/2002 08:00:00 AM,047XX W IRVING PARK RD,1120,DECEPTIVE PRACTICE,FORGERY,BANK,FALSE,FALSE,1731,17,,,10,,,2002,8/17/15 15:03,,,
2075399,HH287989,04/05/2002 07:30:00 PM,050XX W CONCORD PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2533,25,,,18,,,2002,8/17/15 15:03,,,
2076384,HH300890,04/11/2002 09:15:00 AM,009XX W 103 ST,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2232,22,,,08B,,,2002,8/17/15 15:03,,,
2076609,HH302038,04/11/2002 08:00:00 PM,015XX W HOWARD ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2422,24,,,6,,,2002,8/17/15 15:03,,,
2077498,HH292886,04/08/2002 10:07:47 AM,009XX N LARRABEE ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,1822,18,,,16,,,2002,8/17/15 15:03,,,
2079128,HH305268,04/13/2002 05:00:00 PM,014XX W DIVISION ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1323,12,,,14,,,2002,8/17/15 15:03,,,
2077080,HH300534,04/11/2002 04:00:00 PM,053XX S INGLESIDE AV,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,2131,2,,,08B,,,2002,8/17/15 15:03,,,
2077423,HH298909,04/10/2002 09:10:05 PM,009XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,PARK PROPERTY,TRUE,FALSE,1832,18,,,14,,,2002,8/17/15 15:03,,,
2077473,HH301839,04/12/2002 03:55:00 AM,015XX S JEFFERSON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,WAREHOUSE,FALSE,FALSE,131,1,,,14,,,2002,8/17/15 15:03,,,
2077670,HH302119,04/12/2002 07:45:00 AM,002XX S LAKE SHORE DR,460,BATTERY,SIMPLE,STREET,FALSE,TRUE,124,1,,,08B,,,2002,8/17/15 15:03,,,
2077714,HH296206,04/09/2002 05:24:21 PM,036XX W GARFIELD SQ DR,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1122,11,,,5,,,2002,8/17/15 15:03,,,
2078271,HH299414,04/11/2002 03:00:00 AM,068XX S EVANS AV,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,FALSE,FALSE,321,3,,,3,,,2002,8/17/15 15:03,,,
2101941,HH332564,04/26/2002 03:40:14 PM,111XX S VERNON AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,531,5,9,49,08B,,,2002,8/17/15 15:03,,,
2078358,HH300173,04/11/2002 08:00:00 AM,025XX W 60 ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,824,8,,,08A,,,2002,8/17/15 15:03,,,
2079241,HH304177,04/13/2002 08:25:00 AM,009XX S LAFLIN ST,460,BATTERY,SIMPLE,ALLEY,TRUE,FALSE,1213,12,,,08B,,,2002,8/17/15 15:03,,,
2079277,HH306080,04/14/2002 03:00:00 AM,003XX S DESPLAINES ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,111,1,,,14,,,2002,8/17/15 15:03,,,
2079726,HH294447,04/08/2002 07:55:00 PM,021XX S INDIANA AV,031A,ROBBERY,ARMED: HANDGUN,BANK,TRUE,FALSE,2111,2,,,3,,,2002,8/17/15 15:03,,,
2079856,HH301841,04/12/2002 06:00:48 AM,018XX N MARSHFIELD AV,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SIDEWALK,FALSE,FALSE,1433,14,,,17,,,2002,8/17/15 15:03,,,
2085321,HH304110,04/13/2002 07:45:00 AM,017XX W 83 ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,614,6,,,18,,,2002,8/17/15 15:03,,,
2080221,HH307001,04/14/2002 04:55:00 PM,006XX W 77 ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,621,6,,,26,,,2002,8/17/15 15:03,,,
2080244,HH306795,04/14/2002 03:20:00 PM,058XX S WOOD ST,460,BATTERY,SIMPLE,PARK PROPERTY,FALSE,FALSE,715,7,,,08B,,,2002,8/17/15 15:03,,,
2080308,HH307251,04/14/2002 09:00:00 AM,0000X W 87 ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,DEPARTMENT STORE,FALSE,FALSE,622,6,,,6,,,2002,8/17/15 15:03,,,
2080378,HH307810,04/15/2002 01:28:00 AM,048XX N LAWRENCE AV LSD,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,2024,20,,,04B,,,2002,8/17/15 15:03,,,
2080388,HH307966,04/13/2002 04:00:00 PM,034XX N ADDISON ST JFK,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1732,17,,,6,,,2002,8/17/15 15:03,,,
2080893,HH298014,04/10/2002 02:40:00 PM,008XX W 65 ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,723,7,,,18,,,2002,8/17/15 15:03,,,
2081384,HH304869,04/13/2002 01:35:00 PM,047XX W 79 ST,820,THEFT,$500 AND UNDER,BANK,FALSE,FALSE,834,8,,,6,,,2002,8/17/15 15:03,,,
2081423,HH306389,04/14/2002 11:10:00 AM,050XX W WASHINGTON BL,1320,CRIMINAL DAMAGE,TO VEHICLE,VACANT LOT/LAND,FALSE,FALSE,1532,15,,,14,,,2002,8/17/15 15:03,,,
2081610,HH296570,04/09/2002 08:25:00 PM,032XX W HURON ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1121,11,,,18,,,2002,8/17/15 15:03,,,
2082044,HH309274,04/12/2002 07:00:00 PM,003XX W OAKDALE AV,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2333,19,,,6,,,2002,8/17/15 15:03,,,
2081753,HH299103,04/10/2002 10:20:00 PM,017XX S LOOMIS ST,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,TRUE,FALSE,1222,12,,,16,,,2002,8/17/15 15:03,,,
2081802,HH295700,04/09/2002 01:50:00 PM,037XX W THOMAS ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1112,11,,,08B,,,2002,8/17/15 15:03,,,
2082074,HH302098,04/12/2002 08:06:46 AM,003XX E 56 ST,291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,ALLEY,FALSE,FALSE,234,2,,,2,,,2002,8/17/15 15:03,,,
2083052,HH308591,04/15/2002 11:20:00 AM,001XX W ERIE ST,850,THEFT,ATTEMPT THEFT,STREET,TRUE,FALSE,1832,18,,,6,,,2002,8/17/15 15:03,,,
2082655,HH303950,04/13/2002 04:04:00 AM,051XX S KING DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,234,2,,,18,,,2002,8/17/15 15:03,,,
2082675,HH301164,04/11/2002 08:30:00 PM,018XX S WABASH AV,2111,NARCOTICS,SALE/DEL HYPODERMIC NEEDLE,STREET,TRUE,FALSE,132,1,,,26,,,2002,8/17/15 15:03,,,
2083215,HH310710,04/15/2002 11:00:00 PM,027XX S PRAIRIE AV,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2112,2,,,6,,,2002,8/17/15 15:03,,,
2084148,HH309258,04/15/2002 05:24:58 PM,013XX N WASHTENAW AV,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,FALSE,TRUE,1423,14,,,04B,,,2002,8/17/15 15:03,,,
2084628,HH311627,04/16/2002 06:30:00 PM,031XX S LAKE SHORE DR,051A,ASSAULT,AGGRAVATED: HANDGUN,PARK PROPERTY,FALSE,FALSE,2122,2,,,04A,,,2002,8/17/15 15:03,,,
2141240,HH384344,05/20/2002 01:20:20 PM,008XX W WISCONSIN ST,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,SIDEWALK,TRUE,FALSE,1813,18,43,7,7,,,2002,8/17/15 15:03,,,
2085575,HH313659,04/17/2002 04:00:00 PM,034XX W 76 ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,835,8,,,14,,,2002,8/17/15 15:03,,,
2085652,HH314009,04/17/2002 05:00:00 PM,052XX N LAKE SHORE DR,810,THEFT,OVER $500,PARK PROPERTY,FALSE,FALSE,2023,20,,,6,,,2002,8/17/15 15:03,,,
2085738,HH313218,04/17/2002 01:36:49 PM,005XX N WESTERN AV,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,1313,12,,,6,,,2002,8/17/15 15:03,,,
2085787,HH313133,04/17/2002 12:55:00 PM,075XX S SAGINAW AV,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,421,4,,,3,,,2002,8/17/15 15:03,,,
2085806,HH314153,04/17/2002 08:50:00 PM,047XX S ARCHER AV,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,821,8,,,04B,,,2002,8/17/15 15:03,,,
2086791,HH291761,04/07/2002 01:00:00 PM,061XX S MICHIGAN AV,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,311,3,,,7,,,2002,8/17/15 15:03,,,
2087035,HH305475,04/13/2002 09:07:00 PM,019XX N MILWAUKEE AV,2027,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,1434,14,,,18,,,2002,8/17/15 15:03,,,
2089125,HH317417,04/19/2002 11:45:00 AM,019XX E 73 ST,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,333,3,,,08A,,,2002,8/17/15 15:03,,,
2087252,HH311607,04/16/2002 06:35:34 PM,005XX E 90 PL,820,THEFT,$500 AND UNDER,PARK PROPERTY,FALSE,FALSE,633,6,,,6,,,2002,8/17/15 15:03,,,
2087266,HH309517,04/15/2002 07:25:49 PM,014XX S CHRISTIANA AV,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1021,10,,,18,,,2002,8/17/15 15:03,,,
2087596,HH310238,04/16/2002 03:29:26 AM,035XX S STATE ST,041A,BATTERY,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,211,2,,,04B,,,2002,8/17/15 15:03,,,
2323098,HH616084,08/31/2002 12:14:03 AM,019XX W 51ST ST,460,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,915,9,16,61,08B,,,2002,8/17/15 15:03,,,
2087651,HH315693,04/17/2002 11:00:00 AM,054XX S HALSTED ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESTAURANT,FALSE,FALSE,934,9,,,26,,,2002,8/17/15 15:03,,,
2323224,HH510675,07/15/2002 01:00:00 AM,017XX W NORTH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,FALSE,1433,14,32,24,7,,,2002,8/17/15 15:03,,,
2385276,HH692740,10/04/2002 08:10:00 PM,006XX N RUSH ST,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,1834,18,42,8,6,,,2002,8/17/15 15:03,,,
2088212,HH314722,04/17/2002 09:30:00 PM,021XX N LAPORTE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,FALSE,FALSE,2522,25,31,19,7,,,2002,8/17/15 15:03,,,
2087819,HH316785,04/18/2002 10:30:00 PM,049XX W 44 ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,814,8,,,04B,,,2002,8/17/15 15:03,,,
2325347,HH618557,09/01/2002 08:50:38 AM,005XX W WINNECONNA PKWY,499,BATTERY,AGGRAVATED DOMESTIC BATTERY,STREET,FALSE,TRUE,621,6,17,69,04B,,,2002,8/17/15 15:03,,,
2409910,HH725190,10/19/2002 03:30:00 PM,011XX W ERIE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1323,12,27,24,08B,,,2002,8/17/15 15:03,,,
2410016,HH726330,10/20/2002 12:00:00 AM,022XX W 59TH ST,820,THEFT,$500 AND UNDER,CAR WASH,FALSE,FALSE,825,8,15,66,6,,,2002,8/17/15 15:03,,,
2089969,HH319143,04/20/2002 07:00:00 AM,028XX W 65 ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,831,8,,,08A,,,2002,8/17/15 15:03,,,
